id;Tabloid;Nietabloid
5838911571;0.00340;0.00000
2987681461;0.01149;0.00000
1909168362;0.00000;0.00000
5391221414;0.00000;0.01639
4560288206;0.00407;0.00407
3902104183;0.00635;0.00000
4326311549;0.00000;0.00000
4518527015;0.00000;0.00000
5746121097;0.00325;0.00000
1879806273;0.00000;0.00000
3689013674;0.01977;0.00000
1928285919;0.00000;0.00000
4467386038;0.00599;0.00000
4307366475;0.00000;0.00000
5500659646;0.00000;0.00000
3979324624;0.01724;0.00431
4073199641;0.00000;0.00000
4487263616;0.00000;0.00000
2233986287;0.00000;0.00000
3858293172;0.01863;0.00000
5480581823;0.00283;0.00000
5686071524;0.00000;0.00000
3853982501;0.00000;0.00000
3853309441;0.00000;0.00248
5033953252;0.00000;0.00645
2431246818;0.01563;0.00781
3612499108;0.00969;0.00485
5070425700;0.00000;0.00000
3070501065;0.00292;0.00585
2967461259;0.00000;0.00000
4204574391;0.00000;0.00000
4974509285;0.01463;0.00488
3056091819;0.05319;0.00000
2911302250;0.00000;0.00741
5870286757;0.00000;0.00000
3261954030;0.00816;0.00000
5321667466;0.00161;0.00482
3821029079;0.00426;0.00426
3467912503;0.01478;0.00000
2744802548;0.00000;0.01079
2024487198;0.00000;0.01639
4427443412;0.01942;0.00647
5086513062;0.00000;0.00000
3022012397;0.00541;0.00000
2535774567;0.00218;0.00218
3400388229;0.00000;0.00000
3040483932;0.00249;0.00000
3927916742;0.00000;0.00000
4081307811;0.00698;0.00233
5779360174;0.00826;0.00000
4259702392;0.00777;0.00583
5621425513;0.00649;0.00000
4241961924;0.00787;0.00394
4675457608;0.00000;0.00000
5806714342;0.01022;0.00000
2196616209;0.00439;0.00000
3107232141;0.00691;0.00319
5671781895;0.00667;0.00000
3738595719;0.00680;0.00340
3199125885;0.01036;0.00000
2999930541;0.01579;0.01053
3849183623;0.00645;0.00000
5870737982;0.00000;0.00000
5760740493;0.00330;0.00990
2202309538;0.01351;0.02252
2956418259;0.01786;0.00000
4432778669;0.00000;0.00000
2817823837;0.01130;0.01130
5929693835;0.00000;0.00000
2419285810;0.00317;0.00000
3621623649;0.02778;0.00000
3307831948;0.00000;0.00000
5638330831;0.04000;0.00000
5601197313;0.00000;0.00000
4644972221;0.00694;0.01389
6134838702;0.00000;0.00000
2540688865;0.00730;0.00000
4275483616;0.02020;0.00000
2108162226;0.00000;0.00000
4369991986;0.01397;0.00559
5017436500;0.00000;0.00000
5105943576;0.00000;0.00000
4436032941;0.00000;0.00000
2730042195;0.00621;0.00621
5812950005;0.00000;0.00000
2077021404;0.00000;0.00000
3745336610;0.00000;0.00000
5727483587;0.00487;0.00243
4638050323;0.00000;0.00966
1958297464;0.00495;0.00495
5102529428;0.00000;0.00000
2041554521;0.00000;0.00000
2723028234;0.00758;0.00000
2346092339;0.00000;0.00000
1882920110;0.00444;0.00000
4517425183;0.00457;0.00000
5880027564;0.00000;0.00299
5898013963;0.00674;0.01348
5187402482;0.00000;0.00000
2582229281;0.00719;0.00000
3315105661;0.00000;0.00769
4859334089;0.00000;0.00000
2248291900;0.02913;0.00000
4294965376;0.00000;0.00000
4478192928;0.00000;0.01796
2784709897;0.00000;0.00000
3832359153;0.00833;0.00000
2190280622;0.00000;0.00331
2135958894;0.00000;0.00000
2302499434;0.00435;0.01087
3407922698;0.00995;0.00000
3141616434;0.01460;0.00000
4206274668;0.00000;0.00000
3138908677;0.00000;0.00926
4802329080;0.01622;0.00000
4518410249;0.00890;0.00593
6015322485;0.00000;0.00000
3676527411;0.00490;0.00980
3972993846;0.00000;0.00000
4758552888;0.00000;0.00000
2400862404;0.00000;0.00877
2589440211;0.00781;0.00781
3100876509;0.00655;0.00187
2057185822;0.01010;0.00000
2175462191;0.00356;0.00000
2640259002;0.00347;0.00000
5645769465;0.00000;0.00000
3121594770;0.00000;0.00000
5598917327;0.00000;0.00513
4940067367;0.00000;0.00000
2231829897;0.00538;0.00538
5105344198;0.00641;0.00000
3878915396;0.00000;0.00800
3813343746;0.00000;0.00000
4821667640;0.00565;0.00000
3502827276;0.00000;0.01613
4594224559;0.00000;0.00000
2435781530;0.00000;0.00000
3962921098;0.00327;0.00000
3969099112;0.00000;0.01805
4059586535;0.00855;0.00285
3827878584;0.01802;0.00000
3899944374;0.00455;0.00909
5059792767;0.01744;0.00000
2629918085;0.00253;0.00000
2363079408;0.02101;0.00000
4950486016;0.00000;0.00000
4542878653;0.00673;0.00224
3541051948;0.00917;0.00000
2878885548;0.00000;0.00000
5301480658;0.00893;0.00000
3723193772;0.00415;0.00000
5946112779;0.00685;0.00000
4124999079;0.00000;0.00000
2752215736;0.01093;0.00000
3904087433;0.00243;0.00000
2002860947;0.00000;0.00000
5163382668;0.00000;0.00000
4098690288;0.00000;0.00000
5489113228;0.00000;0.01250
3906989737;0.01087;0.00543
5233087764;0.00000;0.00000
3058665882;0.00000;0.00000
4827272661;0.00763;0.00382
3596230499;0.00000;0.01471
4793638600;0.00571;0.00571
6103328840;0.00000;0.00000
3020865111;0.00000;0.00505
3243313531;0.00000;0.00000
2731623921;0.00316;0.00316
3168026512;0.00881;0.00441
4001715807;0.01220;0.00000
3985586104;0.00000;0.00000
5653102219;0.00716;0.02147
4135750169;0.00000;0.01980
6016957567;0.00000;0.00847
5855107260;0.00000;0.03922
5002546777;0.00680;0.00340
4177345608;0.00294;0.01176
4135612780;0.00400;0.00000
3583719838;0.00398;0.00797
2169581787;0.00444;0.00889
6049619390;0.01754;0.00000
3243648973;0.00294;0.00294
2023164686;0.00000;0.00000
2520680821;0.00000;0.00000
3074135808;0.00000;0.00000
3788865094;0.00418;0.00837
4993646285;0.00000;0.00000
4885060008;0.00000;0.00000
5002359693;0.00000;0.00000
5291867619;0.00559;0.00000
3955679974;0.00000;0.00000
3234565931;0.03226;0.00000
6001168196;0.00472;0.00000
5125722999;0.00441;0.00000
4033981380;0.00000;0.00000
3698187164;0.00000;0.00000
5415724185;0.00000;0.00000
5960653196;0.00529;0.00000
3358829999;0.01948;0.00649
3815931030;0.00271;0.00000
5487349020;0.00000;0.01036
4566699592;0.00905;0.00000
2643618019;0.00000;0.00000
2330088164;0.00758;0.00758
2299748877;0.00000;0.00000
4874297684;0.00000;0.00000
2661530173;0.00000;0.00000
1950924017;0.00467;0.00000
5300509110;0.00255;0.00510
2020781377;0.00000;0.00227
4274213945;0.00840;0.00000
2361088850;0.00000;0.00000
5855563079;0.00000;0.00575
1937903769;0.00000;0.00000
3471964367;0.01553;0.00311
4438712748;0.00000;0.00000
6065192321;0.01163;0.01163
4982560172;0.00000;0.01282
4293447503;0.00000;0.00000
6071054494;0.01078;0.00270
3111973199;0.00000;0.00000
4569523230;0.00000;0.00000
4204442896;0.00000;0.00000
2983306727;0.02365;0.00000
2719150949;0.00000;0.00000
5933217572;0.00000;0.01840
2185828390;0.00000;0.00980
3257169189;0.00922;0.00461
2054691253;0.00000;0.00000
6026420543;0.01379;0.00000
3782723183;0.00645;0.00323
3379782269;0.01370;0.00000
5469214702;0.00901;0.00901
5096514164;0.00149;0.00000
3760326720;0.00168;0.00672
5455302437;0.00735;0.00735
5259812217;0.00305;0.00000
4770905306;0.00000;0.00943
5904372687;0.00000;0.00000
2603007027;0.00000;0.00000
3802373190;0.00000;0.00000
1924502037;0.00709;0.00000
5167650139;0.00000;0.00000
2307325408;0.00510;0.00000
2866941027;0.00342;0.00342
3917642972;0.00741;0.00000
5621017221;0.00000;0.00000
5311803445;0.00403;0.00000
4335370563;0.00000;0.00366
3914852697;0.00350;0.00000
5547357838;0.00000;0.00000
5399604344;0.00380;0.00380
2477876406;0.01626;0.00000
4381464616;0.00000;0.00000
2781837748;0.00000;0.00000
3716301033;0.00000;0.00000
5772219439;0.01974;0.00000
5859112654;0.00340;0.00170
5553286019;0.00000;0.00971
2805458930;0.00000;0.01102
3956437387;0.00000;0.00000
2390828356;0.01136;0.00325
3951377633;0.00375;0.00000
3846216823;0.00725;0.00000
5417468242;0.00000;0.00000
3333928036;0.01282;0.00000
4827178339;0.00328;0.00000
2898045687;0.00000;0.00000
4066953385;0.00000;0.00000
2432961752;0.06562;0.00000
6044823980;0.00000;0.00000
4734137314;0.00000;0.00000
5159054501;0.00000;0.00000
5775723591;0.00852;0.00852
5097312184;0.00627;0.00000
3880731128;0.00000;0.00862
4933204532;0.00685;0.00000
4402426241;0.00000;0.00000
3048179028;0.00662;0.00000
2525285921;0.01149;0.00000
4982667703;0.00472;0.00000
3350767819;0.01093;0.00000
5572959341;0.00000;0.00000
4574931601;0.00000;0.00000
5591304423;0.00424;0.00000
2019429373;0.00000;0.00000
5779433363;0.00455;0.00455
2117658218;0.00571;0.00000
2756119277;0.04225;0.00000
5573500709;0.00000;0.00000
5918074906;0.00000;0.00000
2933957479;0.00556;0.00926
4934663582;0.00000;0.00000
2197213490;0.00000;0.00000
5550537913;0.00575;0.00000
2560912951;0.00000;0.00000
5211306466;0.00000;0.00000
3984111969;0.02740;0.00000
4884221524;0.00000;0.00000
2606003607;0.00248;0.00870
4226237003;0.00000;0.00000
5595702778;0.00000;0.00000
2101929293;0.00000;0.00000
4925204520;0.00000;0.00000
4670535370;0.00483;0.00242
5862571678;0.00000;0.00000
2710326901;0.01887;0.00000
4079016277;0.00391;0.00000
6040076002;0.00601;0.00200
4112460536;0.00249;0.00249
2796353472;0.00000;0.00000
5549153916;0.01149;0.01149
3179466471;0.00559;0.00000
3184566048;0.00463;0.00000
3178916312;0.00559;0.00000
3716172763;0.06383;0.00000
4993986101;0.00278;0.00000
4438984960;0.00000;0.00000
2480269461;0.00000;0.00503
5533811379;0.00000;0.00000
3539415944;0.01136;0.00947
5968303353;0.00000;0.00000
5540498316;0.00968;0.00000
3985526204;0.00889;0.00000
2802771683;0.00000;0.00000
3380053424;0.00000;0.00000
5400317822;0.00000;0.00000
2031708240;0.00000;0.00000
3659274223;0.00219;0.00219
5625070836;0.00000;0.00000
5630088268;0.01205;0.00000
1866335032;0.00000;0.00000
4541186890;0.00391;0.00000
2315121931;0.00000;0.00493
4229562707;0.00000;0.00000
4217698729;0.00000;0.00000
2460979463;0.00000;0.00000
2974897201;0.00654;0.00000
3147777653;0.00000;0.00000
3355493051;0.00000;0.00358
6059425520;0.01356;0.00000
3171580911;0.00296;0.01479
6001388942;0.00578;0.00000
1947300937;0.00526;0.00000
2605543524;0.00312;0.00208
5502673926;0.00000;0.00000
5492020786;0.00000;0.00000
3550496360;0.00510;0.01020
4193235975;0.00690;0.00230
3498181751;0.00568;0.00000
4690116086;0.00000;0.00957
4806955859;0.01327;0.00442
5377956419;0.00000;0.00000
3343099712;0.01099;0.00000
4847420478;0.00345;0.00345
2210508825;0.00835;0.00000
4352931764;0.00000;0.00000
3187137675;0.00445;0.00148
5896010932;0.00769;0.00000
2737773967;0.00635;0.00635
5007760457;0.00426;0.00000
5813147600;0.00190;0.00000
2172687137;0.01238;0.00000
2068544679;0.00000;0.00000
4975813531;0.00386;0.00000
4523623346;0.00707;0.00000
5184806822;0.01948;0.00000
5916311317;0.00000;0.00000
2504297162;0.00000;0.00000
3112650685;0.00000;0.00312
5489731456;0.00800;0.00000
5684794121;0.00000;0.00000
3550258558;0.00000;0.00000
5560229953;0.00711;0.00237
5329945330;0.00619;0.00000
3016131733;0.00651;0.01302
3596484623;0.00000;0.00000
5021012356;0.00828;0.01035
5847188276;0.01767;0.00000
3892096555;0.00000;0.00000
3305660929;0.00559;0.00000
4456700693;0.00000;0.00000
2106409686;0.00763;0.00000
4711554889;0.02500;0.00000
4322232839;0.00000;0.00420
2384180468;0.00498;0.00498
3346880603;0.00000;0.00000
5035079766;0.00000;0.00000
2813876792;0.00000;0.00000
3560693399;0.00208;0.00000
5880444996;0.00000;0.00000
4281448260;0.00518;0.01554
5580414366;0.01205;0.00602
6094094957;0.00000;0.00000
3809095062;0.01639;0.00000
2350323068;0.00000;0.00000
2119480538;0.00321;0.00641
3077363964;0.00000;0.00000
4159486233;0.01000;0.00000
1910870309;0.00602;0.00602
2887809930;0.00000;0.00000
4734329251;0.00000;0.00000
3414560556;0.00320;0.00480
2308372075;0.00645;0.00000
2079631761;0.00000;0.00000
2288791581;0.00000;0.01333
4577515242;0.00000;0.00000
4502830170;0.00000;0.00714
2820222399;0.00667;0.00000
2193742349;0.00800;0.00000
1999401266;0.00823;0.02058
3405267766;0.00000;0.00000
4673359003;0.00000;0.00000
5869405707;0.00521;0.00000
4713005153;0.00690;0.00000
4028712120;0.01012;0.00000
2632085713;0.01379;0.00000
2201443285;0.00879;0.00000
4902380930;0.00543;0.00000
4819871550;0.00000;0.00000
5704094247;0.01932;0.00000
2970036832;0.00000;0.00000
2703156069;0.00000;0.00000
4001284488;0.00412;0.00000
5673921881;0.00000;0.00000
6131566327;0.00787;0.00000
1927872498;0.01812;0.00000
4316512084;0.00000;0.00000
2440453861;0.00830;0.00415
5963733826;0.00000;0.00000
2204061720;0.00000;0.00000
2034605778;0.00000;0.00000
2272590993;0.01869;0.00000
2580747469;0.00342;0.00342
3012895969;0.00859;0.00172
4884533671;0.00000;0.00000
4197318267;0.00000;0.00000
2344490941;0.00000;0.00000
2019556087;0.00000;0.00351
5372136518;0.00000;0.00000
2126417064;0.00347;0.00694
2810807025;0.01016;0.00085
4854868816;0.00322;0.00161
2071675256;0.01802;0.00450
3624764465;0.00800;0.00000
5900038200;0.00000;0.02000
5283083030;0.00909;0.00000
2697645930;0.02381;0.00000
3330540210;0.00971;0.00324
4904956402;0.00000;0.00000
2587977136;0.00685;0.00000
5376975424;0.00306;0.00153
1974019091;0.00610;0.00000
5538915502;0.00000;0.00000
3350495415;0.00000;0.00515
5799566815;0.00476;0.00000
4708452943;0.00386;0.00000
2740495944;0.00000;0.00000
6035488143;0.00564;0.00188
3607696037;0.00217;0.00868
3242190577;0.01679;0.00611
5242335159;0.00329;0.00329
4541166082;0.00457;0.00000
5419944882;0.00935;0.00000
3366286601;0.01027;0.00000
3026609436;0.00820;0.00410
2406932329;0.00521;0.00000
4059576929;0.00680;0.00000
5783791519;0.00000;0.00901
5591154514;0.00309;0.00000
5209623818;0.00000;0.00000
2076886212;0.00000;0.00000
2659152709;0.01111;0.01944
2857324104;0.00253;0.00759
3209529751;0.00000;0.00000
5558500304;0.00556;0.00000
4788436797;0.00000;0.00515
4857576194;0.00000;0.00000
4435083324;0.01905;0.00952
5543727949;0.00388;0.00388
2814142740;0.01304;0.00000
3769864428;0.00000;0.00405
3633869139;0.00000;0.00526
3937391880;0.00000;0.00538
4718492829;0.00312;0.00312
3270067174;0.00649;0.00000
2740556829;0.00000;0.00000
2840118146;0.00535;0.00000
2524158666;0.01050;0.00000
2485309789;0.00474;0.00474
2120811611;0.00000;0.02381
4518008437;0.00000;0.00752
5514736431;0.00000;0.00255
2426013178;0.00662;0.00331
3267812060;0.00000;0.01095
4040802944;0.01667;0.00000
3186386599;0.00000;0.00524
4220772155;0.00000;0.00000
5227934541;0.00242;0.00966
5686649315;0.00000;0.00000
4431521857;0.00173;0.01209
6139540346;0.00324;0.00243
4289282303;0.00510;0.00000
5418389106;0.00000;0.00000
2300290443;0.00000;0.00000
4006159579;0.03077;0.00000
5797385310;0.00877;0.00000
5049945145;0.01802;0.00000
5073746540;0.01333;0.00000
5176070646;0.00735;0.00000
6010863443;0.00000;0.00000
5028146962;0.00000;0.01190
4729445015;0.00222;0.00887
2197342074;0.00568;0.00000
2169363296;0.00000;0.00000
2961171572;0.00000;0.00000
1994020630;0.00893;0.00893
3318619167;0.00896;0.00000
4882629004;0.00000;0.00000
5475213826;0.00855;0.00000
6098245831;0.00896;0.00000
1873702820;0.01269;0.00254
4229761282;0.00000;0.00000
3046112670;0.00268;0.00000
4131096866;0.00000;0.00000
4387347936;0.00000;0.00000
2008275577;0.00000;0.00299
4274747069;0.00000;0.00000
2682547451;0.00699;0.00000
4221704379;0.00189;0.00189
4774406394;0.00809;0.00270
4078919870;0.01333;0.00000
3048887784;0.01587;0.00159
4728905925;0.00505;0.00000
4766882736;0.01682;0.01070
4324713673;0.00625;0.00000
2063842801;0.01228;0.00136
2129850564;0.00000;0.00000
3573053380;0.01299;0.00000
2061634331;0.00000;0.00000
2867836274;0.00870;0.00290
2331668241;0.00000;0.00455
3911767568;0.00314;0.00314
2066525773;0.00000;0.00355
2329727298;0.01622;0.00000
4589703062;0.00962;0.00962
6051726252;0.01653;0.00000
3273533965;0.01408;0.00000
3492393333;0.00546;0.00000
2417414738;0.00376;0.00000
5953000587;0.03279;0.00000
1853259004;0.00000;0.00000
5098662754;0.00000;0.00885
1964534411;0.00000;0.00000
2046751503;0.00546;0.00000
3328498000;0.04403;0.00000
5830726918;0.00412;0.00412
5389737154;0.00467;0.00000
3156730771;0.00637;0.00000
3363284858;0.00299;0.00299
5926257342;0.00000;0.00000
4744566701;0.00000;0.00000
2341427736;0.01429;0.00000
5196370312;0.00000;0.00000
6078351911;0.00463;0.00926
2473752871;0.00783;0.00196
2133861456;0.00518;0.00000
2438900148;0.00000;0.06667
6142873476;0.00000;0.00303
3984467230;0.00772;0.00000
3758891340;0.01235;0.00000
4900768811;0.00000;0.00369
4228005187;0.00000;0.00554
2106519643;0.00000;0.00855
3226261898;0.00000;0.00000
5744565295;0.00324;0.00454
2275163017;0.00000;0.00000
2981264212;0.00426;0.00000
4939668328;0.00556;0.00000
4311118990;0.00327;0.00327
4422420813;0.00000;0.00000
5375212597;0.00291;0.00146
5080332654;0.00000;0.00000
1998744393;0.00394;0.01181
3446837641;0.00000;0.00645
2759968059;0.00000;0.00000
3747616928;0.00699;0.00000
3654324223;0.00422;0.00422
2932981857;0.00285;0.00285
3421738285;0.00256;0.00256
2452200928;0.01064;0.00000
3619970608;0.00806;0.00000
2633788189;0.01149;0.00000
3074958161;0.00000;0.00000
3490969589;0.00229;0.00000
3613627700;0.00465;0.00465
2912322807;0.00000;0.00000
3033751283;0.00000;0.00000
3618337057;0.00800;0.00000
5490265431;0.01471;0.00490
1919043915;0.00000;0.00543
3557109543;0.01288;0.01288
5482654892;0.00256;0.00128
5312986051;0.00958;0.00319
5607858385;0.00295;0.00736
2442681896;0.00000;0.00000
2063630821;0.00000;0.00000
4394867176;0.00301;0.00602
4023285273;0.00000;0.00000
4240488551;0.00403;0.00403
2634125571;0.00476;0.00000
5671747509;0.00000;0.00000
2220168527;0.00000;0.00000
4618543764;0.00000;0.00690
2399364470;0.00000;0.00000
4542252417;0.01905;0.00000
3612932001;0.02290;0.00000
2323581094;0.00538;0.01075
5361872239;0.00813;0.00813
4408819595;0.00000;0.00488
2264883697;0.00000;0.00000
5907908368;0.00450;0.00000
5117537878;0.00621;0.00000
2555782878;0.00262;0.00262
4052994781;0.01408;0.00000
4042141853;0.00383;0.00383
4960555778;0.00000;0.00000
5509955599;0.00570;0.00570
4408523676;0.00306;0.00000
2636368752;0.00000;0.00000
2958645805;0.00000;0.00962
5860590881;0.00000;0.00000
5007163215;0.00429;0.00000
2249448477;0.01008;0.00403
3227551897;0.08108;0.00000
4251599848;0.00415;0.00415
2414040422;0.00000;0.00000
2093310688;0.00000;0.00000
5728294278;0.00654;0.00000
3745747411;0.00866;0.00000
2533954917;0.00588;0.00000
5831152619;0.00441;0.01322
5548682302;0.00000;0.00000
5143966217;0.00877;0.00877
2279980542;0.00000;0.00503
4378700858;0.00552;0.00000
2804247850;0.01070;0.00000
4272852071;0.00332;0.00000
4544382562;0.00893;0.00000
6105907341;0.00000;0.00725
2557548338;0.00000;0.00000
5261392356;0.01471;0.00184
5685372574;0.00326;0.00000
5341899632;0.00645;0.00000
1913423351;0.00358;0.00179
5239392364;0.00000;0.00909
3880032058;0.00671;0.00000
4768325596;0.01515;0.00000
3853240316;0.00377;0.00377
5259911985;0.00820;0.00410
1902859476;0.00424;0.00212
4739847801;0.00478;0.00159
5323118645;0.01563;0.00000
5012636748;0.00490;0.00000
2888380510;0.01042;0.00000
4042565220;0.00306;0.00306
5854181695;0.01961;0.00000
5080492289;0.00420;0.00000
2073036477;0.00441;0.00000
5364931159;0.00000;0.02326
2592137307;0.00000;0.00000
2836798475;0.00966;0.00000
4571159834;0.00000;0.00000
3382382176;0.00476;0.01905
4802020621;0.00725;0.00000
2351652433;0.00000;0.00760
5021463525;0.00580;0.00290
4623727227;0.01471;0.00000
4440129746;0.00000;0.00621
